Text,Language
"Non essendo gli amministratori dei moderatori, il controllo e l'eliminazione dei vandalismi sono a carico di tutta la comunità degli utenti.",Italian
"Gli atti di vandalismo o le infrazioni più lievi alle linee guida possono comportare un avvertimento o un blocco temporaneo, mentre i blocchi a lungo termine o permanenti in conseguenza di infrazioni prolungate e gravi sono in genere decisi dalla comunità o, in alcune edizioni, da un comitato arbitrale.",Italian
"[35] L'ex redattore capo di Wikipedia Larry Sanger ha affermato che avere la licenza libera GFDL come ""garanzia di libertà, è una forte motivazione a lavorare in un'enciclopedia libera"".",Italian
"In uno studio su Wikipedia come comunità, il docente di economia Andrea Ciffolilli[36] sostenne che il basso costo di transazione nella partecipazione ad un software wiki crea un catalizzatore per lo sviluppo collaborativo e che un approccio alla ""costruzione creativa"" incoraggia la partecipazione.",Italian
Wikipedia è stata vista come un esperimento sociale di democrazia.,Italian
"Il suo fondatore ha replicato che non è stata pensata come tale, ma piuttosto ne è una conseguenza.",Italian
"[37] In una pagina a proposito del fare ricerche con Wikipedia, i suoi autori spiegano che Wikipedia è importante come comunità sociale: agli autori di voci può venir chiesto di difendere o spiegare il loro operato e le discussioni sono immediatamente visibili.",Italian
"Wikipedia possiede una comunità di utenti che sono in proporzione pochi, ma molto attivi.",Italian
"William G. Emigh e Susan C. Herring (2005) affermano che «pochi utenti attivi, quando agiscono in concerto con norme stabilite all'interno di un sistema redazionale aperto, possono raggiungere il controllo totale sul contenuto prodotto nel sistema, cancellando letteralmente diversità, controversie e inconsistenze, e omogeneizzando le voci dei collaboratori.»[38] I redattori di Wikinfo, un progetto derivato da Wikipedia, sostengono analogamente che i contributori nuovi o controversi di Wikipedia sono spesso ingiustamente etichettati troll o utenti problematici e viene loro impedito di apportare modifiche.",Italian
La comunità di Wikipedia è stata anche criticata per il fatto di rispondere alle lamentele riguardo alla qualità di una voce consigliando a chi si lamenta di correggere la voce.,Italian
"Wikipedia richiede ai propri collaboratori di osservare un punto di vista neutrale[17] quando scrivono e di non inserire alcuna ricerca originale, dal momento che un'enciclopedia è una fonte terziaria.",Italian
"Questa condotta, se rigorosamente applicata, mette al sicuro l'enciclopedia da eventuali minacce legali per reati di diffamazione e al contempo le conferisce obiettività e affidabilità.",Italian
"Il punto di vista neutrale, di per sé una linea di condotta non negoziabile, rende chiaro che l'obiettivo dell'enciclopedia è quello di presentare le dispute e descriverle piuttosto che impegnarsi per esse.",Italian
"Qualora fosse completamente raggiunto, Wikipedia non si troverebbe ad essere scritta sulla base di un singolo punto di vista ""oggettivo"", ma a presentare in modo imparziale tutti gli aspetti di una questione, attribuendoli in modo neutrale ai propri sostenitori.",Italian
Questa politica impone che ciascun punto di vista debba ricevere una trattazione adeguata al suo seguito.,Italian
"Le opinioni e teorie inedite sono considerate ""ricerche originali"" e non sono pubblicabili in Wikipedia, dato che sono incompatibili con il concetto di enciclopedia (che è un'opera compilativa) e non possono essere presentate secondo un punto di vista neutrale e con fonti indipendenti.",Italian
I collaboratori di Wikipedia mantengono in più una varietà di politiche e linee guida minori.,Italian
"Al contrario di altri progetti basati su wiki, come il Portland Pattern Repository di Ward Cunningham (considerato l'inventore del wiki), i wikipediani usano le cosiddette pagine di discussione[39] per discutere le modifiche alle voci, piuttosto che farlo all'interno delle voci stesse.",Italian
"I collaboratori di Wikipedia spesso modificano, spostano e cancellano le voci che sono considerate inadatte a un'enciclopedia, come le definizioni da dizionario (per cui esistono progetti appositi come il Wikizionario) o testi da fonti originali.",Italian
"Le varie edizioni di Wikipedia, facenti capo a comunità distinte su base linguistica, stabiliscono autonomamente le proprie convenzioni stilistiche.",Italian
Il contenuto di Wikipedia viene distribuito in diverse modalità.,Italian
"A parte la distribuzione nella sua forma originale online, attraverso i siti ufficiali o i molti mirror creati su altri server web, anche le versioni stampate o pronte alla stampa di Wikipedia hanno ottenuto popolarità.",Italian
I cosiddetti WikiReader (pubblicazioni su carta con selezioni di voci) sono stati lanciati dalla Wikipedia tedesca nel tardo febbraio 2004 con il primo WikiReader sulla Svezia di Thomas Karcher.,Italian
Hanno fatto seguito altri WikiReader preparati nel formato PDF o con le versioni stampate in preparazione per la vendita.,Italian
"L'esempio tedesco è stato ripreso altrove per cui sono nati altri progetti WikiReader ad opera degli utenti cinesi, inglesi, francesi e polacchi.",Italian
Wikipress[40] ha messo in vendita un libro in brossura dell'edizione 2005-2006 comprensivo di un DVD.,Italian
"In seguito, nel 2009, è stata aggiunta a Wikipedia un'estensione con la quale ogni utente può raccogliere più voci dell'enciclopedia in ""libri"" che possono essere consultati offline e distribuiti come e-book gratuiti o anche essere stampati in volume grazie ad un servizio online a pagamento.",Italian
Sono disponibili anche CD e DVD di Wikipedia.,Italian
Il progetto tedesco di Wikipedia è stato il primo a distribuire una versione su questi supporti nel 2004; attualmente è giunto alla seconda edizione.,Italian
"A partire dal settembre 2007 anche l'edizione in italiano di Wikipedia è stata pubblicata in una versione in DVD, diventando così la seconda ad essere distribuita su tale supporto.",Italian
"[41] I contenuti di Wikipedia sono consultabili anche tramite dispositivi mobili (cellulari, palmari, smartphone, ecc.).",Italian
"Esiste infatti una versione mobile del sito, che consente di accedere alle voci di Wikipedia presentandole in una veste grafica semplificata, adatta per questo tipo di dispositivi.",Italian
"Il servizio QRpedia consente di generare codici QR contenenti particolari link che permettono di accedere alla versione di Wikipedia mobile di una data voce, puntando automaticamente alla pagina nella stessa lingua del dispositivo in uso.",Italian
"Sono disponibili inoltre applicazioni dedicate per i vari dispositivi mobili, ad esempio Wikipedia Mobile per iPhone e Wikipedia Mobile per Android.",Italian
"«L'atteggiamento dell'accademico medio verso il principale strumento di consultazione della nostra epoca, e in particolare dei nostri studenti, conferma conclusioni cui eravamo già arrivati.",Italian
"Egli quasi sempre consulta Wikipedia (non per propria scelta, ma perché i motori di ricerca lo dirigono automaticamente alle sue voci), ma non prende in considerazione la possibilità di contribuirvi per tre motivi principali: perché la ritiene di livello troppo basso nel proprio settore specialistico; perché ritiene sé stesso troppo incompetente in qualsiasi altro settore e perché non ha tempo da perdere in lavori che non assicurano né compensi economici né titoli utili alla carriera.» La reputazione di Wikipedia quale mezzo di consultazione è soggetta a discussioni di opposti orientamenti: da una parte elogiata per la sua libera distribuzione, libera compilazione e ampia gamma di argomenti trattati, dall'altra criticata per presunti pregiudizi sistemici (secondo cui vengono privilegiate le voci di interesse dei singoli contributori indipendentemente dalla loro oggettiva importanza), lacune su alcuni argomenti e mancanza di responsabilità e autorità in rapporto alle enciclopedie tradizionali.",Italian
